RNA84.Aligned.sorted	RNA16.Aligned.sorted	RNA64.Aligned.sorted	RNA77.Aligned.sorted	RNA34.Aligned.sorted	RNA76.Aligned.sorted	RNA13.Aligned.sorted	RNA92.Aligned.sorted	RNA35.Aligned.sorted	RNA68.Aligned.sorted	RNA83.Aligned.sorted	RNA30.Aligned.sorted	RNA80.Aligned.sorted	RNA17.Aligned.sorted	RNA87.Aligned.sorted	RNA44.Aligned.sorted	RNA27.Aligned.sorted	RNA4.Aligned.sorted	RNA42.Aligned.sorted	RNA8.Aligned.sorted	RNA99.Aligned.sorted	RNA73.Aligned.sorted	RNA52.Aligned.sorted	RNA60.Aligned.sorted	RNA7.Aligned.sorted	RNA40.Aligned.sorted	RNA90.Aligned.sorted	RNA55.Aligned.sorted	RNA3.Aligned.sorted	RNA39.Aligned.sorted	RNA31.Aligned.sorted	RNA22.Aligned.sorted	RNA12.Aligned.sorted
1:11017007:11018380:clu_2_+	-0.00254866950519077	-0.00229822350546523	-0.00211312943550436	-0.00244548463486489	-0.00195023693001401	-0.00203266105402874	-0.00228565732357394	-0.00234444555619695	-0.00236928268196833	-0.0022814197481451	-0.00230442546611173	-0.00221242813841505	-0.00206690489299138	-0.00207525218485165	-0.00272699994667911	-0.00224213970764301	-0.00197858231538527	-0.00224437738475515	-0.00226421944197965	-0.00223538629717072	-0.00240045760999092	0.0604319772989855	-0.00231667058898133	-0.00273512963140993	-0.00208898067916531	-0.00242852970615189	-0.00170662537046371	-0.00247492319250641	-0.00210515876756239	-0.00251215183063629	-0.00211312943550436	-0.00208351655659412	-0.00214424936392853
1:11017007:11018733:clu_2_+	0.0701951582565565	0.0274889691526729	0.0459210583727006	-0.0777319039007773	-0.0263973964755331	-0.02899223000933	0.016983641091551	-0.13261416631009	0.0608670434489896	0.125685925992222	-0.0182587598960704	-0.0572130569379182	-0.00870275542396587	-0.00500490512986296	-0.102920322753661	-0.0613132534913762	0.131747807485262	-0.0377057599582631	0.047734138450404	-0.00173466630484698	-0.0630808027302479	0.0302282624073077	0.00948256596501684	0.101577831807905	0.040680778247127	-0.109315545107358	0.0634007331694485	0.0355133209198519	0.0588973057822335	0.0437563618791098	-0.0158675595134783	0.0483250857242323	-0.0222860447509623
1:11017007:11020429:clu_2_+	-0.00304763886780279	-0.00279719286807725	-0.00261209879811638	-0.00294445399747691	-0.00244920629262603	-0.00253163041664075	-0.00278462668618595	-0.00284341491880896	-0.00286825204458035	-0.00278038911075711	0.0115438074668286	-0.00271139750102707	-0.00256587425560339	-0.00257422154746367	-0.00018953206232756	-0.00274110907025502	-0.00247755167799729	-0.00274334674736717	-0.00276318880459166	-0.00273435565978274	-0.00289942697260294	0.0652806015192611	-0.00281563995159334	-0.00323409899402195	-0.00258795004177733	-0.0029274990687639	-0.00220559473307572	-0.00297389255511842	0.0153697280789759	-0.0030111211932483	-0.00261209879811638	-0.00258248591920613	-0.00264321872654054
1:11018466:11018733:clu_2_+	0.000851907255240194	0.00235458325359343	-0.00466493362745435	-0.00499728882681488	-0.004502041121964	0.000534988678935953	-0.00483746151552393	-0.00489624974814693	-0.00218136084652106	-0.00483322394009508	0.0123604130966011	0.00439607301314641	-0.00127422747959019	-0.00462705637680164	-0.00527880413862909	-0.00030292593552114	-0.00453038650733526	-0.00180664495488152	0.00255860763450695	-0.000275912293631986	0.000402490540763239	0.00440423727815845	-0.00486847478093132	-0.00528693382335992	-0.0046407848711153	0.00419397802850363	0.00590417206360256	-0.00502672738445639	0.0165848671058471	-0.00260996829252492	-0.00466493362745435	-0.0046353207485441	8.86354393367997e-05
1:11018873:11020263:clu_2_+	-0.00261763714436345	-0.00236719114463791	-0.00218209707467704	-0.00251445227403757	-0.00201920456918669	-0.00210162869320142	-0.00235462496274662	-0.00241341319536963	-0.00243825032114101	-0.00235038738731778	-0.00237339310528441	-0.00228139577758774	-0.00213587253216406	-0.00214421982402434	0.0407262996206259	-0.00231110734681569	-0.00204754995455795	-0.00231334502392784	-0.00233318708115233	-0.0023043539363434	-0.00246942524916361	0.000202581852326132	-0.00238563822815401	-0.00280409727058262	-0.00215794831833799	-0.00249749734532457	-0.00177559300963639	-0.00254389083167909	-0.00217412640673507	-0.00258111946980897	-0.00218209707467704	-0.0021524841957668	-0.00221321700310121
1:11018873:11020429:clu_2_+	0.0104520080791949	-0.0350639792955821	-0.0136188397721407	-0.0547130877133265	0.0783048916297529	0.151793630052216	-0.0360734625741827	0.114162906664571	0.00763074258669655	-0.0558502271005913	-0.0302615944349815	-0.0450096422297836	0.0550490776762645	0.00359637064951424	-0.0653962664532901	0.0976561711815616	-0.0519390046639305	-0.0329122883120073	-0.0122302506650107	0.0511161684801975	0.0365133964899809	-0.0641405562192517	-0.00513256145274302	-0.0478239529076094	-0.0100689725903006	0.173306966576355	-0.0514237178209212	0.0709977307930593	0.0218665739055255	-0.0624591809362885	0.0432917293335504	-0.025822037963063	-0.0564709812122154
1:11018873:11020434:clu_2_+	-0.0029602971129398	-0.00270985111321426	-0.00252475704325339	0.0152541426086151	-0.00236186453776304	-0.00244428866177776	-0.00269728493132297	-0.00275607316394598	-0.00278091028971736	-0.00269304735589412	-0.00271605307386075	-0.00262405574616408	-0.0024785325007404	-0.00248687979260068	0.114270279328163	-0.00265376731539204	-0.0023902099231343	-0.00265600499250418	-0.00267584704972867	-0.00264701390491975	-0.00281208521773995	0.00253371867519364	-0.00272829819673036	-0.00314675723915896	-0.00250060828691434	-0.00284015731390092	-0.00211825297821274	-0.00288655080025543	-0.00251678637531141	-0.00292377943838531	-0.00252475704325339	-0.00249514416434314	-0.00255587697167755
1:11018873:11022124:clu_2_+	-0.0032271513450133	0.00134606122531742	-0.00116559501516429	-0.000536644353083283	-0.000839810004183589	-0.00271114289385127	0.00284981432497562	-0.00302292739601948	-0.00304776452179086	-0.00295990158796763	-0.00298290730593426	-0.00289090997823758	0.000599094872537263	-0.00275373402467418	-0.00340548178650164	-0.00292062154746554	0.00262462598563727	-0.00292285922457768	-0.00294270128180218	0.00310116945699171	-0.00040156327846138	-0.00308072913976757	-0.00299515242880386	-0.00341361147123246	-0.00276746251898784	0.000824836422570796	-0.00238510721028624	-0.000624960026007824	-0.00278364060738492	-0.00319063367045882	-0.00279161127532689	-0.00276199839641665	-0.00282273120375106
1:11020301:11020429:clu_2_+	-0.00242503727995744	-0.0021745912802319	-0.000363480950108428	-0.00232185240963156	-0.00182660470478068	-0.00190902882879541	-0.00216202509834061	-0.00222081333096362	-0.002245650456735	-0.00215778752291177	-0.00218079324087839	-0.00208879591318172	-0.00194327266775805	-0.00195161995961832	-0.00260336772144578	-0.00211850748240968	-0.00185495009015194	-0.00212074515952182	-0.00214058721674632	-0.00211175407193739	-0.00227682538475759	0.00306897850817599	-0.002193038363748	-0.0026114974061766	-0.00196534845393198	-0.00230489748091856	-0.00158299314523038	-0.00235129096727308	-0.00198152654232906	-0.00238851960540296	-0.00198949721027103	-0.00195988433136078	-0.00202061713869519
1:11020599:11022124:clu_2_+	0.0253475693755489	-0.00136781418421511	0.0619038992245616	0.103532439701428	-0.00587101823838759	-0.0928589965272628	0.00173184401563745	0.0218658000988005	0.0208302830089474	-0.0239478630831489	0.0222099728735334	0.0236118369146255	-0.0396269488598389	0.00787470668637999	-0.0656346939751356	-0.00749389056171948	0.00529391411062596	-0.01524072872396	-0.0146123969118511	0.00987137889935838	-0.00405097719167241	-0.0176687280525133	-0.0734856623524197	0.0357749933571897	0.0425446462260911	-0.0538245581910741	0.0212534927204966	0.0108827569018868	-0.0414358106431253	0.0196873298196038	0.00824536263919576	0.0549044914821398	0.0235874873523089
1:11022177:11023156:clu_3_+	-0.0193469558009484	-0.0293569658109584	-0.0300682033643013	-0.0206697071236997	-0.0206697071236997	-0.0230506595046521	-0.0251339928379855	-0.0286062150602077	-0.0193469558009484	0.0269493404953479	0.0269493404953479	0.00243953657377925	0.0205390840850915	-0.00876494521893784	-0.00375241389061704	0.243616007162015	-0.0278125642665569	-0.0129057319684202	-0.0163839928379855	-0.0260809625349552	0.0125815244033938	-0.0163839928379855	-0.0300682033643013	0.00422206776807515	0.0864731500191574	0.0403902007104016	0.0345250980711055	0.015044578590586	0.015044578590586	-0.0313839928379855	-0.0193469558009484	0.015044578590586	-0.01092944738344
1:11022177:11023193:clu_3_+	0.042382567603194	-0.0417015164808901	0.0365346143868197	-0.0330142577936314	0.00270002792065434	-0.0353952101745838	-0.0374785435079171	-0.0131729879523615	0.00534553056615698	0.0146047898254162	0.0979381231587496	0.0489185153156123	-0.0174464922258658	-0.0211094958888695	0.0365346143868197	0.0312714564920829	-0.0115856863650599	0.0182279782312133	-0.0287285435079171	0.0524835777042041	0.000236973733462223	-0.0287285435079171	0.062850403860504	0.0221805474011738	0.0741285993492258	-0.0364704789917881	-0.0384255132048868	-0.0330142577936314	0.00270002792065434	-0.0437285435079171	-0.0316915064708801	-0.0211094958888695	-0.0232739980533716
1:11022241:11023193:clu_3_+	-0.0292109009152203	0.149968278263959	-0.0399321484785731	-0.0305336522379716	-0.0305336522379716	-0.032914604618924	-0.0349979379522573	-0.0384701601744796	-0.0292109009152203	0.0587520620477427	0.017085395381076	-0.00742440854049263	-0.0406069123112317	0.0766092049048855	-0.0136163590048889	0.0337520620477427	-0.00910508080940019	0.107665105526004	-0.0262479379522573	-0.00564187734619673	-0.0317651793315677	0.0937520620477427	-0.0399321484785731	-0.035944907649227	-0.0186288903332097	-0.0339898734361283	-0.035944907649227	-0.0305336522379716	0.433752062047743	-0.0412479379522573	-0.0292109009152203	-0.0424384141427335	0.16102478932047
1:11022241:11023263:clu_3_+	-0.00740349467274944	-0.0174135046827594	-0.0181247422361023	-0.00872624599550077	-0.00872624599550077	-0.0111071983764531	-0.0131905317097865	-0.0166627539320087	-0.00740349467274944	-0.00277386504311981	0.0388928016235469	0.0143829977019782	-0.0187995060687608	0.00317851590926114	0.00819104723758194	0.0555594682902135	-0.0158691031383579	-0.000962270840221262	-0.00444053170978648	-0.0141375014067562	-0.00995777308909682	-0.00444053170978648	-0.0181247422361023	-0.0141375014067562	0.00317851590926114	0.149107855386988	-0.0141375014067562	-0.00872624599550077	0.0269880397187849	-0.0194405317097865	-0.00740349467274944	-0.0206310079002627	0.00101401374475898
1:11022250:11023161:clu_3_+	-0.00620829443029528	-0.0162183044403053	-0.0169295419936481	-0.0075310457530466	-0.0075310457530466	-0.00991199813399898	-0.0119953314673323	-0.0154675536895545	-0.00620829443029528	-0.00157866480066565	0.040088001866001	0.0155781979444324	-0.0176043058263067	0.0043737161517153	0.0093862474800361	0.0567546685326677	-0.0146739028959037	0.0002329294022329	-0.00324533146733232	-0.012942301164302	-0.00876257284664266	-0.00324533146733232	-0.0169295419936481	-0.012942301164302	0.0043737161517153	-0.0109872669512033	-0.012942301164302	-0.0075310457530466	0.0281832399612391	-0.0182453314673323	-0.00620829443029528	-0.0194358076578085	0.13857285035085
1:11022250:11023193:clu_3_+	0.10423768536891	0.0541876353188601	0.103263026499514	-0.0452332141019894	0.0261953573265821	0.0857191668503916	-0.0496974998162751	-0.0531697220384973	-0.00687342574220101	-0.0392808331496084	0.00238583351705825	0.154346617830784	0.0216166027478275	-0.0333284521972275	-0.0283159208689067	0.0190525001837249	-0.0523760712448465	-0.0374692389467099	-0.0409474998162751	0.100870682001907	-0.0464647411955854	-0.0409474998162751	-0.0546317103425909	0.0705676516988764	-0.0333284521972275	-0.0486894353001461	0.0402646213958461	-0.0452332141019894	-0.00951892838770366	-0.0559474998162751	-0.043910462779238	0.038100119231344	-0.0354929543617296
1:11022250:11023263:clu_3_+	-0.0747090246752401	-0.0797140296802451	-0.0142801747727059	0.156772456806241	0.0496295996633843	0.0401057901395747	0.188022456806241	0.184550234584019	0.073439123472908	-0.051560876527092	-0.259894209860425	-0.24028636672317	0.073439123472908	-0.0217989717651872	-0.0142801747727059	-0.493227543193759	0.149629599663384	-0.158444934498106	0.126772456806241	-0.0780760280422435	-0.0415034052627241	0.00677245680624139	0.117298772595715	-0.0174699674361828	-0.117037067003282	-0.0448404464195651	0.0431360931698778	0.121058171091956	-0.521798971765187	0.231772456806241	0.110476160509945	0.073439123472908	-0.229591179557395
1:11022250:11023293:clu_3_+	-0.00974158247765072	-0.0197515924876607	-0.0204628300410035	-0.011064333800402	-0.011064333800402	-0.0134452861813544	-0.0155286195146878	-0.01900084173691	-0.00974158247765072	-0.00511195284802109	0.0365547138186456	0.0120449098970769	-0.0211375938736621	0.000840428104359858	0.00585295943268066	0.0532213804853122	-0.0182071909432592	0.0836561630940079	-0.00677861951468776	-0.0164755892116575	0.125635173588761	-0.00677861951468776	-0.0204628300410035	-0.0164755892116575	0.000840428104359858	-0.0145205549985587	-0.0164755892116575	-0.011064333800402	0.0246499519138837	-0.0217786195146878	0.0272954545593863	-0.0229690957051639	-0.0013240740601423
1:11023329:11023867:clu_4_+	0.0787804802994593	-0.0207670310127579	-0.0388665785240701	-0.0388665785240701	0.0327446746728609	0.0223098920641652	-0.00678101702674389	0.124532114286387	-0.0262615365072634	-0.0476901079358348	-0.0351901079358348	-0.0500710603167872	-0.0262615365072634	-0.0476901079358348	-0.0388665785240701	0.235643225397499	-0.0421345523802792	-0.0421345523802792	-0.0421345523802792	-0.0476901079358348	-0.0351901079358348	-0.0450585289884664	-0.0388665785240701	-0.0450585289884664	0.152309892064165	-0.0560234412691681	-0.0450585289884664	-0.0388665785240701	0.0623098920641652	0.175037164791438	-0.0476901079358348	-0.0262615365072634	-0.0207670310127579
1:11023329:11024064:clu_4_+	-0.0128323444236813	-0.153103837636351	-0.071655873835446	0.281285302635142	0.127832617213147	0.0930500085174952	-0.0342227187552321	-0.029172213704727	-0.235521420053933	0.0930500085174952	-0.0569499914825048	-0.116473801006314	0.121621437088924	0.193050008517495	0.104814714399848	-0.140283324815838	0.0819388974063841	0.0819388974063841	0.193050008517495	-0.106949991482505	-0.119449991482505	-0.0964236756930311	-0.071655873835446	-0.0437920967456627	-0.156949991482505	-0.0152833248158381	0.166734219043811	0.163638243811613	0.213050008517495	-0.0796772642097775	-0.206949991482505	-0.0926642771967905	-0.076180760713274
1:11023329:11024302:clu_4_+	-0.0310525906892396	-0.0129530431779274	0.0277709387225251	-0.0310525906892396	-0.0463978592314391	-0.0498761201010043	0.00103297080808661	-0.0343205645454488	-0.0184475486724329	-0.0398761201010043	-0.0273761201010043	0.100600070375186	-0.0184475486724329	0.0601238798989957	-0.0310525906892396	0.187901657676773	-0.0343205645454488	0.0212349910101068	-0.0343205645454488	-0.0398761201010043	-0.0273761201010043	0.173281774635838	-0.0310525906892396	-0.0372445411536359	-0.0398761201010043	-0.0482094534343376	-0.0372445411536359	-0.0310525906892396	-0.0498761201010043	0.046487516262632	0.110123879898996	-0.0184475486724329	-0.0129530431779274
1:11023329:11025110:clu_4_+	-0.0164209160496475	0.00167863146166475	0.0424026133621172	-0.0164209160496475	-0.031766184591847	-0.0352444454614122	0.10657373635677	-0.0196888899058566	-0.00381587403284075	-0.0252444454614122	-0.0127444454614122	0.0676126973957307	-0.00381587403284075	-0.0252444454614122	-0.0164209160496475	-0.0196888899058566	0.0914222212052545	0.0358666656496989	-0.0196888899058566	-0.0252444454614122	-0.0127444454614122	-0.0226128665140438	-0.0164209160496475	-0.0226128665140438	-0.0252444454614122	-0.0335777787947455	-0.0226128665140438	0.0424026133621172	-0.0352444454614122	-0.0297899000068667	-0.0252444454614122	0.0676126973957307	0.00167863146166475
1:11023667:11024064:clu_4_+	0.094202316592985	-0.00534519471923223	-0.0234447422305444	-0.0234447422305444	-0.0387900107727439	-0.00226827164230915	0.00864081926678176	0.028842839468802	0.132017442643405	-0.0322682716423092	0.105231728357691	-0.0346492240232615	-0.0108397002137377	-0.0322682716423092	-0.0234447422305444	-0.0267127160867536	-0.0267127160867536	-0.0267127160867536	-0.0267127160867536	-0.0322682716423092	-0.0197682716423092	-0.0296366926949407	0.0353787871812203	-0.0296366926949407	-0.0322682716423092	-0.0406016049756425	-0.0296366926949407	-0.0234447422305444	-0.0422682716423092	0.0540953647213272	0.117731728357691	-0.0108397002137377	-0.00534519471923223
1:11024335:11025110:clu_4_+	-0.112676945729876	0.190490475084604	0.0637936425054182	-0.171500475141641	-0.0436232372899782	-0.0279710633769347	-0.075243790649662	-0.0701932855991569	0.152028936623065	0.0520289366230653	0.0270289366230653	0.0329813175754462	-0.062256777662649	-0.147971063376935	0.00497011309365353	-0.236859952265824	-0.0701932855991569	-0.0701932855991569	-0.0701932855991569	0.252028936623065	0.214528936623065	0.0204499892546442	0.122617171917183	0.178344726096749	0.102028936623065	0.193695603289732	-0.0321815896927242	-0.112676945729876	-0.147971063376935	-0.166152881558753	0.0520289366230653	0.0806003651944938	0.113567398161527
1:11025208:11025551:clu_5_+	-0.0894282908259844	-0.0755394019370955	-0.0755394019370955	-0.133872735270429	0.0137463123486188	-0.0130394019370955	0.216127264729571	-0.0187212201189136	-0.117206068603762	0.132793931396238	-0.123616325014019	0.0851748837771902	-0.117206068603762	-0.0894282908259844	-0.100539401937095	-0.0466932480909416	-0.0672060686037621	-0.0894282908259844	-0.0672060686037621	-0.000539401937095452	0.254006052608359	0.0851748837771902	0.120889169491476	0.0721878707901772	0.0994605980629045	-0.0187212201189136	0.0216828202851267	0.163096961699268	0.0851748837771902	-0.0755394019370955	-0.0672060686037621	-0.0894282908259844	0.0721878707901772
1:11025208:11029687:clu_5_+	0.166094062203458	-0.0283503822409863	-0.0283503822409863	-0.0783503822409863	-0.0640646679552721	0.284149617759014	-0.11168371557432	0.176195072304468	-0.195017048907653	-0.11168371557432	-0.201427305317909	0.150221046330442	0.221649617759014	-0.167239271129875	0.221649617759014	0.106265002374398	-0.0783503822409863	-0.167239271129875	-0.0116837155743197	0.171649617759014	-0.0965322004228045	0.150221046330442	-0.171207525098129	-0.00562310951371364	0.0216496177590136	0.176195072304468	0.054982951092347	-0.00562310951371364	-0.135493239383844	-0.153350382240986	0.054982951092347	0.166094062203458	-0.187441291331895
1:11025208:11030179:clu_5_+	0.0086392153336142	0.0225281042225031	-0.0399718957774969	0.0975281042225031	-0.0310433243489255	-0.0399718957774969	-0.0191385624441636	-0.011562804868406	-0.0191385624441636	-0.0191385624441636	-0.02554881885442	-0.0310433243489255	-0.0191385624441636	0.0086392153336142	-0.0024718957774969	-0.02554881885442	-0.0358052291108302	0.0086392153336142	0.16419477088917	-0.0524718957774969	-0.011562804868406	-0.0310433243489255	-0.0667576100632112	-0.011562804868406	-0.0024718957774969	-0.011562804868406	0.0086392153336142	-0.011562804868406	0.0403852470796459	0.0225281042225031	-0.0358052291108302	0.0086392153336142	0.170255376949776
1:11025665:11029687:clu_5_+	0.00576868603294665	0.144657574921836	-0.0428424250781645	-0.0386757584114978	-0.033913853649593	-0.0428424250781645	-0.0220090917448311	-0.0144333341690735	0.144657574921836	-0.0220090917448311	-0.0284193481550875	-0.033913853649593	-0.0220090917448311	0.00576868603294665	-0.00534242507816445	0.125426805691066	0.0279909082551689	0.00576868603294665	-0.0386757584114978	-0.0553424250781644	-0.0144333341690735	-0.033913853649593	-0.0696281393638787	-0.0144333341690735	-0.00534242507816445	-0.0144333341690735	0.00576868603294665	-0.0144333341690735	0.0375147177789784	0.269657574921836	-0.0386757584114978	0.00576868603294665	-0.0144333341690735
1:11029781:11029902:clu_5_+	-0.0902676888619015	-0.0763787999730126	0.173621200026987	0.065287866693654	0.0843354857412731	-0.138878799973013	-0.034712133306346	-0.110469709063922	0.215287866693654	0.0486212000269874	0.260159661565449	-0.129950228544441	-0.034712133306346	0.243065644471432	-0.101378799973013	-0.124455723049936	-0.00137879997301263	0.131954533360321	-0.0680454666396793	-0.00137879997301263	-0.110469709063922	-0.129950228544441	0.262906914312702	-0.0195606181548308	-0.101378799973013	-0.110469709063922	-0.0902676888619015	-0.110469709063922	-0.0585216571158698	-0.0763787999730126	0.131954533360321	-0.0902676888619015	-0.0195606181548308
