RNA36.Aligned.sorted	RNA66.Aligned.sorted	RNA32.Aligned.sorted	RNA74.Aligned.sorted	RNA88.Aligned.sorted	RNA21.Aligned.sorted	RNA85.Aligned.sorted	RNA28.Aligned.sorted	RNA43.Aligned.sorted	RNA23.Aligned.sorted	RNA41.Aligned.sorted	RNA81.Aligned.sorted	RNA5.Aligned.sorted	RNA59.Aligned.sorted	RNA62.Aligned.sorted	RNA18.Aligned.sorted	RNA47.Aligned.sorted	RNA63.Aligned.sorted	RNA91.Aligned.sorted	RNA70.Aligned.sorted	RNA57.Aligned.sorted	RNA9.Aligned.sorted	RNA38.Aligned.sorted	RNA14.Aligned.sorted	RNA78.Aligned.sorted
1:11018466:11018733:clu_2_+	0.003586620919196	-0.00255923588491554	-0.00255722105577305	0.00200318564279154	-0.00293274352181276	-0.00240534855720244	-0.00230822651942459	-0.00249838566039919	0.0067420793758015	-0.00264077720550567	-0.00251354675788938	-0.0026806587400084	0.00544147667506754	-0.00262632424987624	-0.00239789677026393	-0.00272611114565813	-0.00246022491837479	0.00508576850753373	-0.00283088661040191	0.00575806848778492	-0.00231100893456093	-0.0027829324710006	0.0036753856232622	8.73650491789082e-05	-0.00252207152553618
1:11018873:11020263:clu_2_+	-0.0017821982910999	-0.00187661787887257	-0.00187460304973008	0.00388197589763834	0.0405920897402386	-0.00172273055115947	-0.00162560851338162	-0.00181576765435622	-0.00176366402703761	-0.0019581591994627	-0.00183092875184641	-0.00199804073396543	-0.00172519888246877	-0.00194370624383327	-0.00171527876422096	-0.00204349313961516	-0.00177760691233182	-0.00178448357705773	-0.00214826860435893	-0.00190423701103998	-0.00162839092851796	0.00267865805595038	-0.00201954739110299	-0.00194004404504912	-0.00183945351949321
1:11018873:11020429:clu_2_+	0.0523892568999235	0.0492025958125961	-0.0625901991583904	-0.0237893618378162	-0.00206577387103404	0.0139088717392654	0.02678935388456	-0.0119833540803914	0.0239183105172326	-0.0454611884632032	-0.0510123507622769	0.0340799311328489	-0.0163306551309892	0.110789714846524	0.0341106661295602	0.00790096877880389	-0.0665756626705989	-0.043231678147679	0.00591741135036691	-0.0581273245851194	-0.000336411279602489	0.0583792398554035	0.0931669900809417	0.00742781636267395	-0.0594412147730523
1:11018873:11020434:clu_2_+	-0.00167607137806806	-0.00177049096584072	-0.00176847613669823	0.000399586064258707	0.123247850927043	-0.00161660363812762	-0.00151948160034977	-0.00170964074132437	-0.00165753711400576	-0.00185203228643085	-0.00172480183881456	-0.00189191382093358	-0.00161907196943692	-0.00183757933080143	-0.00160915185118911	-0.00193736622658331	-0.00167147999929997	-0.00167835666402589	-0.00204214169132709	-0.00179811009800813	-0.00152226401548611	-0.00199418755192578	-0.00191342047807114	-0.00183391713201728	-0.00173332660646136
1:11018873:11022124:clu_2_+	0.001314164920974	-0.0018059732749681	0.00245740519053802	-0.000832068493672506	-0.00113454883245048	-0.001652085947255	-0.00155496390947716	0.00121345683120505	-0.00169301942313315	-0.000550616199836311	-0.00176028414794195	-0.00192739613006097	-0.00165455427856431	-0.00187306163992881	-0.0016446341603165	-0.000721284080141237	-0.00170696230842735	-0.00171383897315327	-0.00207762400045447	-0.00183359240713552	0.00177558700871984	-0.00202966986105316	-0.00194890278719853	-0.00186939944114466	-0.00176880891558875
1:11020301:11020429:clu_2_+	-0.00126433689913628	-0.00135875648690894	-0.00135674165776646	0.00559600953840579	-0.00173226412380616	-0.00120486915919584	-0.001107747121418	-0.0012979062623926	-0.00124580263507399	-0.00144029780749908	-0.00131306735988279	-0.00148017934200181	-0.00120733749050515	-0.00142584485186965	-0.00119741737225734	-0.00152563174765154	-0.00125974552036819	-0.00126662218509411	-0.00163040721239531	-0.00138637561907636	-0.00111052953655433	-0.001582453072994	-0.00150168599913937	-0.0014221826530855	-0.00132159212752959
1:11020599:11022124:clu_2_+	-0.0526341613568144	-0.0462865899788249	0.0789007891314265	0.063425310662527	0.000481901984091121	-0.046126011897733	0.0455046933657565	-0.0169588800455503	0.0162854995588246	-0.00173089536055204	0.0370254563748713	-0.0472027806127074	-0.0070868839098179	0.0515282461338836	-0.00284603335887934	-0.0542966024944695	-0.0583228796504744	-0.0271440817831574	0.012165488881218	0.0777095038867686	0.0651318497374872	0.028489077933425	-0.0187627080856421	-0.00204972207823101	-0.0180850352697909
1:11020599:11029687:clu_2_+	-0.00130215323596393	-0.00139657282373659	-0.0013945579945941	-0.00161884029124482	-0.00177008046063381	-0.00124268549602349	0.00720168195076938	-0.00133572259922024	-0.00128361897190163	-0.00147811414432672	-0.00135088369671043	-0.00151799567882945	0.000324704885383064	-0.0014636611886973	-0.00123523370908498	-0.00156344808447918	-0.00129756185719584	-0.00130443852192176	-0.00166822354922296	-0.001424191955904	-0.00114834587338198	-0.00162026940982165	-0.00153950233596701	-0.00145999898991315	-0.00135940846435723
1:11022177:11023156:clu_2_+	-0.00147036750792792	-0.00156478709570059	0.00127813682435099	-0.00178705456320881	-0.0019382947325978	0.000161427276037673	-0.00131377773020964	-0.00150393687118424	-0.00145183324386563	-0.00164632841629072	-0.00151909796867443	-0.00168620995079345	-0.00141336809929679	-0.00163187546066129	0.00175610968087835	-0.00173166235644318	-0.00146577612915983	0.00154849524236802	-0.000689648830361266	-0.001592406227868	-0.00131656014534598	-0.00178848368178564	-0.00170771660793101	-0.00162821326187714	-0.00152762273632123
1:11022177:11023193:clu_2_+	-0.000617386107796958	-0.00222466499965434	-0.00222265017051185	-0.00125076021835874	-0.00155324055713672	-0.000498450627916083	-0.000304206552360388	-0.000684524834309593	-0.00211171114781938	-0.00230620632024447	-0.00217897587262818	0.00284197959012958	0.00106647142218117	-0.00229175336461505	-0.00206332588500273	-0.00239154026039694	-0.00212565403311359	0.000888617338414267	-0.00249631572514071	-0.00225228413182175	0.00302356195070027	-0.0024483615857394	-0.00109208430780313	-0.000933077615695395	0.000723707511107838
1:11022241:11023193:clu_2_+	-0.00250347811379218	0.0059127405963075	-0.00259588287242235	-0.00282016516907307	-0.00297140533846206	-0.00244401037385174	-0.00067743925427089	-0.0025370474770485	-0.00248494384972989	0.0013312561650108	-0.00255220857453869	0.00635979747187667	0.00383295614570238	-0.00266498606652555	-0.00243655858691323	-0.00276477296230744	-0.00249888673502409	-0.00250576339975001	-0.000575970445399835	-0.00262551683373225	0.0109836625821231	-0.0028215942876499	0.00108570339844963	-0.0026613238677414	0.00326168296058016
1:11022250:11023193:clu_2_+	-0.00260687106077508	0.00155402850038843	-0.00269927581940525	0.000664958630355514	-0.00307479828544496	0.00531423189929115	0.000888616880549218	-0.0026404404240314	-0.00258833679671278	-0.00278283196913787	0.00173678500849306	0.00495938766367457	-0.00254987165214394	0.00263702639189696	-0.00253995153389613	-0.00286816590929034	-0.00260227968200699	0.00192256570764776	-0.00297294137403411	0.00561601372415272	0.000880269635140203	-0.0029249872346328	-0.00284422016077816	-0.0027647168147243	-0.00266412628916839
1:11022250:11023263:clu_2_+	0.0100208936872935	0.00643080345221023	0.00505467514789044	-0.00802845882340143	-0.0132806174330918	0.00195468944177266	-0.00641093040682196	0.00185234862825623	0.00125882035184422	0.00864758958639312	0.0147566084634768	0.0102445849462633	0.00191272780951453	0.000900805369020662	0.00524092748165462	-0.00850453238425201	0.00102179130184271	0.00392603603775586	-0.00986661342592107	0.00860482371281647	-0.00144153697332168	-0.017606411525293	-0.00946874785767542	-0.00444966705462249	-0.00585201732266666
1:11022250:11023293:clu_2_+	-0.00126433696884004	-0.0013587565566127	-0.00135674172747021	-0.00158102402412093	-0.00173226419350992	-0.0012048692288996	-0.00110774719112175	-0.00129790633209635	-0.00124580270477774	-0.00144029787720283	-0.00131306742958654	-0.00148017941170556	-0.0012073375602089	-0.00142584492157341	-0.00119741744196109	-0.00152563181735529	-0.00125974559007195	-0.00126662225479787	0.00525032666285506	-0.00138637568878011	-0.00111052960625809	-0.00158245314269776	-0.00150168606884312	-0.00142218272278926	-0.00132159219723334
1:11022250:11029687:clu_2_+	-0.0012770161626722	-0.00137143575044486	-0.00136942092130237	-0.00159370321795309	-0.00174494338734208	-0.00121754842273176	-0.00112042638495391	-0.00131058552592851	-0.0012584818986099	0.00790531169901848	-0.0013257466234187	-0.00149285860553772	-0.00122001675404106	-0.00143852411540557	-0.00121009663579325	-0.00153831101118745	-0.00127242478390411	-0.00127930144863003	-0.00164308647593123	-0.00139905488261227	-0.00112320880009025	-0.00159513233652992	-0.00151436526267528	-0.00143486191662142	-0.0013342713910655
1:11022268:11023193:clu_2_+	-0.00143671209347073	-0.00153113168124339	-0.0015291168521009	-0.00175339914875162	-0.00190463931814061	-0.00137724435353029	-0.00128012231575244	-0.00147028145672704	0.00317600287503261	-0.00161267300183352	-0.00148544255421723	-0.00165255453633625	-0.00137971268483959	-0.0015982200462041	-0.00136979256659178	0.000805121969152938	-0.00143212071470264	-0.00143899737942856	-0.00180278240672976	-0.0015587508134108	-0.00128290473088878	0.00302414425357956	-0.00167406119347381	-0.00159455784741995	-0.00149396732186404
1:11025208:11025551:clu_2_+	-0.00475379802409385	-0.00342977789555446	-0.000584839146360391	-0.00148196833296326	-0.00208692901051922	-0.00469433028415342	-0.00125831008276956	0.00260908231679184	0.00292170408070351	-0.00359286053673472	0.00983875994854178	-0.00367262360574018	-0.00312693990274686	-0.00356395462547587	5.24579956760873e-05	-0.00501509287260911	-0.000196854596767344	0.00581793481683653	-0.00282629035570151	-0.000703374991599992	-0.00126665732817857	0.000901801453183434	-0.00116461651185204	0.000508410422498934	0.0024669671259699
1:11025208:11029687:clu_2_+	-0.00329777356927773	-0.00339219315705039	0.000871185308455731	-0.00361446062455862	-0.00376570079394761	0.00462332939078849	-0.00147173470975644	0.00110652688995116	-0.00327923930521544	0.0032107575009691	0.00397414018666683	-0.000919582289704863	-0.00167091544793074	-0.0034592815220111	-0.00323085404239879	-0.00355906841779299	-0.00329318219050964	0.00425281123539888	-0.00251705489171107	0.00214347004736078	0.00185603379330422	-0.00361588974313545	0.00411793855520898	0.00196443487731506	-0.00189942472197963
1:11025208:11030179:clu_2_+	-0.0016474938818655	-0.00174191346963816	-0.00173989864049567	-0.00196418093714639	-0.00211542110653538	-0.00158802614192506	-0.00149090410414721	-0.00168106324512181	-0.0016289596178032	-0.00182345479022829	-0.001696224342612	-0.00186333632473102	0.00154922295219735	-0.00180900183459886	-0.00158057435498655	-0.00190878873038075	-0.00164290250309741	0.00590309092281111	0.000280013786526849	-0.00176953260180557	-0.00149368651928355	-0.00196561005572321	0.00194168763037631	-0.00180533963581471	0.00120645904112402
1:11025665:11029687:clu_2_+	-0.00137925963488245	-5.52395063430581e-05	-0.00147166439351263	-0.00169594669016334	-0.00184718685955233	0.0018248621931083	0.000446779224638838	0.00154575088351804	-0.00136072537082016	-0.00155522054324525	-0.00142799009562896	-0.00159510207774798	-0.00132226022625132	-0.00154076758761582	-0.00131234010800351	-0.00164055448339771	-0.00137466825611436	-0.00138154492084028	-0.00174532994814148	-0.00150129835482253	-0.0012254522723005	-0.00169737580874017	-0.00161660873488554	-0.00153710538883167	-0.00143651486327576
1:11029781:11029902:clu_2_+	-0.00193117192475702	-0.0035384508166144	-0.00353643598747191	-0.00136837378651497	-0.00182209429468194	0.00133241764317417	-0.00161799236932045	0.00391884911204396	-0.00342549696477944	0.00440139823712702	-0.000564504002911814	-0.00106583994926887	-0.00181717310749474	0.00044851487247895	0.00452178245285554	0.00130093174492085	-0.00192198916722084	-0.00344631651479957	-0.00381010154210077	-0.00217524936463717	-0.00329022386625979	-0.00376214740269945	-0.00240587012476319	0.00317319076788655	0.0023211298455306
1:11029781:11030179:clu_2_+	-0.00137330139971357	-0.00146772098748623	-0.00146570615834374	-0.000493816206190632	-0.00184122862438345	-0.00131383365977313	0.00212218654161073	-0.00140687076296989	-0.00135476713565127	-0.00154926230807636	0.00443448351289278	-0.00158914384257909	-0.00131630199108243	-0.00153480935244694	-0.00130638187283462	-0.00163459624822883	-0.00136871002094548	-0.0013755866856714	-0.0017393717129726	-0.00149534011965364	-0.00121949403713162	-0.00169141757357129	-0.00161065049971666	-0.00153114715366279	-0.00143055662810688
1:11023329:11023867:clu_3_+	-0.0568614003864651	-0.0398159458410105	0.00879516527010057	-0.0356492791743439	-0.0398159458410105	-0.0496843668936421	-0.0496843668936421	0.0153311129825189	0.0515302080051433	0.282299438774374	-0.0308873744124391	-0.0496843668936421	-0.0398159458410105	-0.0623159458410105	0.0226840541589895	-0.0652789088039735	-0.0434924164292458	0.00294721205372631	0.0976840541589895	0.210184054158989	-0.0356492791743439	-0.0189826125076772	-0.0189826125076772	0.0851840541589895	-0.0496843668936421
1:11023329:11024064:clu_3_+	0.117567432621018	-0.104023476469891	0.0418098568634427	0.0418098568634427	0.0834765235301094	-0.080997160680417	0.182160734056425	-0.232699947058126	0.093091908145494	-0.214600399546814	-0.148666333612748	-0.080997160680417	0.0209765235301094	-0.0115234764698906	-0.166523476469891	-0.0322642172106314	0.296711817647756	-0.0283655817330485	0.208476523530109	-0.104023476469891	0.175143190196776	0.0418098568634427	0.0418098568634427	0.0209765235301094	-0.133628739627785
1:11023329:11024302:clu_3_+	0.170477291874521	-0.0397499808527518	0.00886113025835933	0.0310833524805816	-0.0397499808527518	-0.0496184019053834	-0.0496184019053834	0.250691195617836	-0.0253269039296748	0.0515961729934021	-0.0308214094241804	0.00301317704198506	-0.0397499808527518	0.137750019147248	0.0227500191472482	-0.0652129438157147	-0.0434264514409871	-0.0759341913790676	-0.00224998085275177	-0.0397499808527518	-0.0355833141860851	-0.0189166475194184	-0.0189166475194184	-0.0397499808527518	-0.0496184019053834
1:11023329:11025110:clu_3_+	-0.0353844042088865	-0.0183389496634319	0.0302721614476792	-0.0141722829967652	-0.0183389496634319	-0.0282073707160635	-0.0282073707160635	-0.0220154202516672	-0.00391587274035499	-0.00391587274035499	0.276303907479425	-0.0282073707160635	-0.0183389496634319	-0.0408389496634319	0.0441610503365681	-0.00676487558935784	-0.0220154202516672	-0.0545231601897477	-0.0308389496634319	-0.0183389496634319	-0.0141722829967652	0.00249438366990141	0.00249438366990141	0.0441610503365681	0.0244242082313049
1:11023667:11024064:clu_3_+	0.00433078363593356	-0.0240783072731574	0.0245328038379538	-0.0199116406064907	-0.0240783072731574	-0.0339467283257889	-0.0339467283257889	-0.0277547778613926	-0.00965523035008042	-0.00965523035008042	-0.0151497358445859	-0.0339467283257889	-0.0240783072731574	-0.0465783072731574	0.0384216927268426	0.0615698408749908	-0.0277547778613926	-0.0602625177994731	0.0134216927268427	-0.0240783072731574	-0.0199116406064907	-0.00324497393982402	0.0800883593935093	-0.0240783072731574	0.176579587463685
1:11024335:11025110:clu_3_+	-0.200129703536121	0.226006660100242	-0.114271117677536	-0.00316000656642451	0.0385066601002422	0.242454028521295	-0.0207038662155473	0.0164478365708304	-0.105724109130527	-0.105724109130527	-0.0507790541854721	0.189822449573926	0.101006660100242	0.0235066601002422	0.0385066601002422	0.107951104544687	-0.160022751664464	0.216138239047611	-0.286493339899758	-0.0239933398997578	-0.0698266732330912	-0.00316000656642451	-0.0864933398997578	-0.0864933398997578	0.0319277127318211
1:94021951:94023386:clu_4_-	-0.0212944670418148	-0.0288986337084815	-0.000217578552606179	0.0252307195253494	0.066640213409313	-0.0120827133104715	0.0108235885137408	-0.00705466207727579	-0.00191700641189357	-0.00741182315692274	0.0137680329581852	-0.00936374998755124	0.0177680329581852	-0.0577715353871385	0.00697666605171038	-0.0151267038839201	0.00306215060524401	0.0295790565802324	-0.00936374998755124	0.00631765127879585	0.0248102864793119	0.0591214164168318	0.0023834175735698	-0.0337025552771089	-0.0422319670418148
1:94021951:94030996:clu_4_-	-0.00878283085075459	0.0167380024825787	-0.00940108624643805	0.0207181019850663	-0.00907653385827339	-0.00913264428359041	-0.00965088640631015	-0.00950313226919431	-0.0087213151027231	-0.00940108624643805	-0.00859533085075459	0.022164359071726	0.0224671691492454	-0.00940108624643805	-0.00940108624643805	-0.0100163834823335	-0.00924238967428401	-0.0087213151027231	-0.00884339286625847	-0.00896174306449505	-0.00955307732962783	-0.00907653385827339	-0.0089030231584469	-0.00924238967428401	0.0634046691492454
1:94030526:94030996:clu_4_-	0.0300772978925694	0.0121606312259027	0.00961866479904427	-0.0459488215104157	-0.0575636795510396	0.0212153575940619	-0.00117270210743059	0.0165577943464701	0.0106383215146166	0.0168129094033608	-0.00517270210743059	-0.0128006090841748	-0.0402352021074306	0.0671726216335766	0.00242442019472766	0.0251430873662536	0.00618023906903997	-0.0208577414775094	0.0182071428538098	0.00264409178569913	-0.0152572091496841	-0.0500448825585584	0.00651960558487708	0.0429449449513929	-0.0211727021074306
1:94029627:94030428:clu_5_-	-0.00912612494734111	0.00351055753666962	-0.00940677155713007	0.0108264941629511	-0.00976670574059366	-0.00924091574111945	-0.00995699164516528	-0.00940677155713007	-0.00929702616643648	-0.0105868732274278	-0.010093046066934	0.0146868281469025	0.0104511716201408	-0.00991039766510751	-0.00906740504129296	-0.00882320479709272	-0.0106991066729946	0.0601633641894763	-0.00991039766510751	-0.00918395515784308	-0.00971745921247389	-0.00976670574059366	-0.00929702616643648	-0.00935230532619325	0.0762635430803528
1:94029631:94030428:clu_5_-	-0.0199020888379656	0.00769229944344557	-0.0223156496821506	-0.0303785300066942	-0.0100264682753222	0.0257272516889241	0.0926803487172091	-0.0296685908586212	0.044299802468859	-0.0534521783676989	-0.018884277133131	0.011304402112152	-0.0501767941399338	0.0144490562002023	0.0144490562002023	0.0303220720732182	-0.00676306501191892	-0.0176022258510797	-0.0129482040737703	0.0144490562002023	0.0707870843692164	0.0109525527036988	0.0219117427673665	-0.018884277133131	-0.0320625717067745
1:94029631:94031778:clu_5_-	-0.0068643956031159	0.0125290436376516	-0.00714504221290485	0.00619167178303835	-0.00750497639636845	-0.00697918639689424	-0.00769526230094007	-0.00714504221290485	-0.00703529682221126	-0.0083251438832026	-0.00783131672270877	0.00436994113892645	0.00591017987593068	-0.00764866832088229	-0.00680567569706775	-0.0065614754528675	-0.00843737732876938	-0.00808772697911903	-0.00764866832088229	-0.00692222581361786	-0.00745572986824868	-0.00750497639636845	-0.00703529682221126	-0.00709057598196803	0.0494555049827176
1:94031120:94031778:clu_5_-	0.0358926093884226	-0.0237319006177667	0.0388674634521856	0.0133603640607048	0.0272981504122843	-0.00950714955091042	-0.0750280947711037	0.0462204046286562	-0.0279674794802113	0.0723641954783294	0.0368086399227738	-0.0303611713979809	0.0338154426438623	0.00311000978578752	0.00142402453815843	-0.0149373918232579	0.0258995490136829	-0.0344734113592775	0.0305072700597602	0.00165712477125868	-0.0536138952884938	0.00631912943326335	-0.00557941977871873	0.0353271584412923	-0.0936564763562959
1:94044744:94046919:clu_6_-	0.00494820359210091	0.0089452966153567	0.0121172890965597	0.000782983182520902	0.0282040175455892	0.0380964160183418	-0.0211724570078317	0.00919331248837263	-0.00286290949151358	-0.0207642104268968	0.0585376879197045	0.0203473236423837	-0.0066797033846433	0.00571699083023269	0.0196360860890409	-0.0342387585027535	-0.028738526914055	-0.00280373439239523	-0.0147442195136755	-0.0562980239953303	0.0181429916508177	0.0175138450024535	-0.024927878567125	-0.024410199838544	-0.00280373439239523
1:94045965:94046919:clu_6_-	-0.0049482035921008	-0.00894529661535659	-0.0121172890965596	-0.000782983182520791	-0.0282040175455892	-0.0380964160183417	0.0211724570078318	-0.00919331248837246	0.00286290949151363	0.0207642104268969	-0.0585376879197044	-0.0203473236423836	0.00667970338464341	-0.00571699083023264	-0.0196360860890408	0.0342387585027536	0.0287385269140552	0.00280373439239534	0.0147442195136757	0.0562980239953305	-0.0181429916508176	-0.0175138450024533	0.0249278785671252	0.0244101998385441	0.00280373439239534
1:94055315:94056601:clu_7_-	-0.00981161534804925	-0.0080578346568872	0.00388665392831328	0.00379100133851945	-0.00928215063687227	-0.0413288335660348	-0.0187071315965067	-0.00780969569907081	0.000941697834931421	-0.0026814905708657	0.0169263525663892	0.0504586060474918	0.0337768427624677	0.0109239516060051	-0.0202253502199885	0.000618839462137644	-0.0384538482944429	0.0142389832024	0.0313321148713112	0.000668593181228139	-0.0026814905708657	-0.0026814905708657	-0.0191831407358822	0.0365341957036441	-0.0215818342134774
1:94055315:94060537:clu_7_-	0.0247141452197466	0.010511396671647	-0.00352536374998552	-0.0228950131832439	-0.0117924466159076	0.00458962637400012	0.00777152901242451	0.0100151187560142	0.00338189690540108	-0.010993979672439	0.0193665516368589	-0.034057716621169	-0.0106579581670627	-0.0121460534051579	-0.0230483090442556	-0.0117924466159076	0.0176448873613926	0.00652689800891026	-0.00704401258883142	-0.0370922127734278	0.0193665516368589	0.00488691362780913	0.0228610187306271	-0.0100452130690235	0.0427140349600851
