RNA79.Aligned.sorted	RNA1.Aligned.sorted	RNA53.Aligned.sorted	RNA82.Aligned.sorted	RNA24.Aligned.sorted	RNA75.Aligned.sorted	RNA6.Aligned.sorted	RNA54.Aligned.sorted	RNA65.Aligned.sorted	RNA26.Aligned.sorted	RNA56.Aligned.sorted	RNA61.Aligned.sorted	RNA100.Aligned.sorted	RNA33.Aligned.sorted	RNA15.Aligned.sorted	RNA71.Aligned.sorted	RNA10.Aligned.sorted	RNA19.Aligned.sorted	RNA2.Aligned.sorted	RNA58.Aligned.sorted	RNA37.Aligned.sorted	RNA51.Aligned.sorted
1:11018873:11022124:clu_2_+	-0.00105293657956241	-0.00252839577859885	-0.00175895566380135	-0.00231158486996404	-0.0023874478614015	-0.00249874117667286	-0.00229668802000937	-0.00193481011493396	-0.00217060699193533	-0.00235053430130234	-0.00220775372648971	-0.00228148219835193	-0.00191111182798156	-0.00122810943395255	0.00113899710448031	-0.00242068180063878	-0.00189030450380345	-0.00215006045402696	-0.00207091630250685	-0.00217313856059653	-0.00242785019518722	-0.00204475062141417
1:11020301:11020429:clu_2_+	-0.0027957488470447	-0.00291619449594563	-0.00214675438114814	-0.00269938358731082	-0.00277524657874829	0.00343457262178314	-0.00268448673735615	-0.00232260883228075	-0.00255840570928211	-0.00273833301864913	-0.0025955524438365	-0.00266928091569872	-0.00229891054532835	-0.00288333527423977	-0.000474291808944905	0.024037157065907	-0.00227810322115024	-0.00253785917137375	-0.00245871501985363	-0.00256093727794332	-0.002815648912534	-0.00243254933876096
1:11020599:11022124:clu_2_+	-0.0241775609207723	-0.0183660583613023	-0.0305806109232163	0.0547278870596871	-0.0188432434785608	-0.0394099003490971	-0.0424165996161446	-0.0358599080915932	0.0232435980041927	-0.0296550309497099	0.0337065949036786	0.107312953984377	0.036572213243636	-0.0225391795179469	0.0342573984288211	0.0440169062587988	-0.020751964867059	-0.0207157198507487	0.0233648434372814	0.0372051991707395	-0.0213445152338402	-0.0316790276880173
1:11022177:11023156:clu_3_+	-0.000396172542713992	-0.00776578705518565	-0.00734061698715844	0.00167679594816495	-0.00689735457581092	-0.00817395032049177	-0.00253292467946613	0.0244576286268766	-0.00595172809826955	-0.00894318108972254	-0.00734061698715844	-0.00317395032049177	0.00123781438539058	-0.00856610718323687	-0.0112247977781189	-0.00930602579218988	-0.00185816084680756	-0.00965543180197325	-0.00930602579218988	0.100858307744024	-0.0140894432782382	-0.00253292467946613
1:11022177:11023193:clu_3_+	-0.0216536634159477	0.0117930486021929	0.0339018921396079	0.0251954244779163	0.035674941784998	-0.00943144119372544	-0.0237904155526998	0.0207439974027658	0.0394574476951634	-0.0302006719629562	-0.0285981078603921	-0.0244314411937254	0.00939208821803926	-0.0298235980564705	0.0183651689757661	0.0260402569194821	-0.0231156517200412	-0.0309129226752069	0.00717233239118022	0.0150846878385326	-0.0212624271092184	-0.0237904155526998
1:11022241:11023193:clu_3_+	-0.00540350562883608	0.000265428611526737	0.0223742721489417	-0.0012575686470782	0.0241473217943318	0.0990409388156084	0.0159640157386853	0.061847956359468	0.0501520499267195	-0.0417282919536224	0.043207605482275	-0.0359590611843916	-0.0315472964785093	-0.0413512180471367	-0.0440099086420187	-0.0420911366560897	0.0443040967103452	-0.0424405426658731	-0.0420911366560897	-0.0287009966682626	0.00946347402687598	0.0159640157386853
1:11022241:11023263:clu_3_+	-0.00320501208204051	-0.0105746265945122	0.0106838768068484	0.0884201952148086	-0.00970619411513744	-0.0109827898598183	-0.00534176421879265	-0.0134389302106955	-0.00876056763759606	-0.0117520206290491	-0.010149456526485	-0.00598278985981828	-0.00157102515393593	-0.0113749467225634	-0.0140336373174454	-0.0121148653315164	-0.00466700038613408	-0.0124642713412998	-0.0121148653315164	0.00127527465631075	0.0253552383091958	-0.00534176421879265
1:11022241:11024302:clu_3_+	0.00213845179215074	-0.00523116272032092	-0.0048059926522937	-0.0107139528512987	-0.00436273024094619	-0.00563932598562704	1.69965539860428e-06	-0.00809546633650423	-0.00341710376340481	-0.0064085567548578	-0.0048059926522937	-0.000639325985627034	0.00377243872025532	-0.00603148284837213	-0.00869017344325415	-0.00677140145732515	0.000676463488057173	0.048434748088447	-0.00677140145732515	0.006618738530502	-0.0115548189433735	1.69965539860428e-06
1:11022250:11023193:clu_3_+	-0.0212268315664117	-0.0285964460788833	0.0134953906558106	0.0256222563274523	-0.0277280135995086	0.0309953906558106	-0.0233635837031638	-0.0314607496950666	0.0176620573224772	0.0279184675788875	-0.0281712760108561	0.000995390655810557	-0.0195928446383071	-0.0293967662069345	0.103537763537166	-0.0301366848158876	-0.0226888198705052	0.0806250202854402	0.0264670887690181	-0.0167465448280604	-0.0349201023019359	-0.0233635837031638
1:11022250:11023263:clu_3_+	0.0695083030301119	-0.000219588126350756	0.0486749696967785	-0.063576274084316	0.0783735512570622	0.0328416363634452	-0.0138250303032215	-0.0489127496014671	-0.147158363636555	0.191303174824984	0.0903416363634452	-0.0221583636365548	-0.0236289518718489	0.123429871657563	-0.14376853312808	-0.00753572212712089	-0.00505310047866009	-0.106417622895814	0.0490680514577848	-0.153609976539781	0.131714875800065	0.0374570209788298
1:11022250:11025110:clu_3_+	0.00189285439127719	0.0149314031441117	-0.00505159005316725	-0.0109595502521722	-0.00460832764181974	-0.00588492338650059	-0.000243897745474946	-0.00834106373737778	-0.00366270116427836	-0.00665415415573135	-0.00505159005316725	0.0491150766134994	0.00352684131938177	-0.00627708024924568	-0.0089357708441277	-0.0070169988581987	0.000430866087183623	-0.00736640486798207	-0.0070169988581987	0.00637314112962845	-0.0118004163442471	-0.000243897745474946
1:11022268:11023193:clu_3_+	0.00213845125243867	-0.00523116326003299	-0.00480599319200577	-0.0107139533910107	-0.00436273078065826	-0.00563932652533911	1.69911568653411e-06	0.0445361120711521	-0.00341710430311688	-0.00640855729456987	-0.00480599319200577	-0.000639326525339105	0.00377243818054325	-0.0060314833880842	-0.00869017398296622	-0.00677140199703722	0.000676462948345103	-0.00712080800682059	-0.00677140199703722	0.00661873799078993	-0.0115548194830856	1.69911568653411e-06
1:11023329:11023867:clu_3_+	0.0484955359239296	-0.0144296341440976	0.00682886925726298	-0.0199124242750753	-0.0135612016647228	-0.0148377974094037	-0.00919677176837805	-0.0172939377602809	-0.0126155751871815	0.0420852795136732	-0.0140044640760704	-0.00983779740940369	-0.00542603270352134	0.0435935751396159	-0.0178886448670308	-0.0159698728811018	-0.00852200793571948	0.0392362766646704	0.021765976175502	-0.00257973289327466	-0.0207532903671502	-0.00919677176837805
1:11023329:11024064:clu_3_+	-0.0693540145857371	0.045725350493628	-0.0554651256968482	-0.0225049266918731	-0.0120254093847915	-0.0171317923635149	0.056714361482639	0.0432190848294676	-0.0304651256968482	-0.0586702539019764	0.00703487430315181	-0.0221317923635149	0.0499270311658969	0.0401231095972695	-0.0293351821940233	0.091547452919504	0.0344471550049062	0.0510163557846333	-0.00279216972200542	-0.000357598815127771	-0.0548782712367543	0.00543231020058769
1:11023329:11024302:clu_3_+	0.000506267494122695	-0.00686334701834896	-0.00643817695032175	-0.0123461371493267	-0.00599491453897423	-0.00727151028365508	-0.00163048464262944	-0.00972765063453227	0.0393951563830116	-0.00804074105288585	-0.00643817695032175	-0.00227151028365508	0.00214025442222727	-0.00766366714640018	-0.0103223577412822	-0.00840358575535319	-0.000955720809970872	-0.00875299176513656	-0.00840358575535319	0.101760747780861	-0.0131870032414016	-0.00163048464262944
1:11023329:11025110:clu_3_+	-0.00301952749396619	0.0508353477894805	-0.00996397193841063	-0.000946559003087249	-0.00952070952706311	-0.010797305271744	-0.00515627963071832	-0.0132534456226212	-0.00857508304952174	-0.0115665360409747	-0.00996397193841063	0.019202694728256	-0.00138554056586161	-0.0111894621344891	0.0200501523553747	-0.0119293807434421	-0.00448151579805976	0.0247582502838116	-0.0119293807434421	0.00146075924438507	-0.0167127982294904	-0.00515627963071832
1:11023667:11024064:clu_3_+	-0.00154545466914415	-0.0089150691816158	-0.00848989911358859	0.0154528869560631	-0.00804663670224107	0.0106767675530781	-0.00368220680589628	-0.0117793727977991	-0.0071010102246997	-0.0100924632161527	-0.00848989911358859	0.0456767675530781	8.85322589604283e-05	-0.00971538930966702	0.00457507263782384	-0.01045530791862	-0.00300744297323772	-0.0108047139284034	-0.01045530791862	0.00293483206920711	-0.00115421836241488	-0.00368220680589628
1:11024335:11025110:clu_3_+	0.00112431810076657	-0.0357237544615917	-0.0335979041214556	-0.0034362125791671	-0.0313815920647181	-0.0777645707881223	0.0160815830580315	-0.0325014128933855	0.0844576514340999	-0.0608414938650454	-0.0127645707881223	0.0122354292118777	0.00929425274128945	-0.0397253551018478	0.150371022432217	0.0509146744948966	-0.00618562341970127	-0.0081349411584927	0.0131788254382928	-0.0409903772397352	0.0453340207611735	0.0160815830580315
1:94021951:94023386:clu_6_-	-0.0636968256017763	0.0272854610326842	-0.0302955574858343	0.00876694251416571	-0.0136211171873268	-0.0313790428872942	0.0580627171620531	0.0535430619171508	-0.00948123266831602	-0.0045663908191676	-0.00551877177154858	0.07305265679988	0.00191762744567253	-0.0386783129602868	0.00476694251416571	-0.0626616289144057	-0.0313790428872942	0.0472284809757041	0.0232596961373541	-0.022979089231866	0.0162296290813299	0.0197158476236548
1:94021951:94030996:clu_6_-	0.0695862571791307	-0.00996285715259234	-0.00955776455999975	0.0178410030456341	-0.00990757799283557	0.00452754565897836	0.0178410030456341	-0.00990757799283557	0.0191260858049638	-0.0107035978933331	-0.0102274074171426	-0.0102274074171426	-0.0105209494915066	-0.010070994487007	-0.00937026455999975	-0.0102274074171426	-0.010070994487007	-0.00967795686769206	-0.0101238877484055	-0.00943375662349181	-0.00990757799283557	-0.010070994487007
1:94030526:94030996:clu_6_-	-0.00588943157735439	-0.0173226038800919	0.039853322045834	-0.0266079455597998	0.0235286951801624	0.0268514972283158	-0.0759037202076871	-0.0436354839243152	-0.0096448531366477	0.0152699887125007	0.0157461791886911	-0.0628252493827374	0.00860332204583403	0.0487493074472939	0.00460332204583402	0.0728890363315483	0.0414500373743012	-0.0375505241080121	-0.0131358083889486	0.0324128458553579	-0.00632205108849432	-0.0096448531366477
1:94029627:94030428:clu_7_-	0.0370136777332995	-0.0105251482735444	-0.010158736059804	0.0183376143051595	-0.011262184335666	0.0175555496544818	0.00342399775314569	-0.010158736059804	0.0106182423574622	-0.0106399390673227	-0.0107513286523965	-0.0106399390673227	-0.011262184335666	-0.0110158789169468	-0.0105251482735444	-0.0098942732498866	-0.0109123592482097	-0.0110158789169468	0.0602726364892157	-0.0115797886913829	-0.0104067980753078	-0.0115797886913829
1:94029631:94030428:clu_7_-	-0.0577090829194938	-0.00437925928169436	-0.0132952898160456	-0.0546383555094762	0.0181529860460234	0.0289904244696687	-0.0392521243484196	0.0187047101839545	0.0183018324861127	0.0410204996576387	-0.00381380833456407	0.00342651469523264	0.0112564343218855	0.0289904244696687	0.0261550918633437	0.0105724787789958	-0.0287735506856108	-0.0138667183874741	0.004900788615327	0.00154681544711238	0.00307680320721027	0.0212836575523755
1:94029631:94031778:clu_7_-	0.0940113993566932	-0.00869984044325414	-0.00833342822951368	0.0201629221354498	-0.00943687650537575	0.00509514319905775	0.00524930558343596	-0.00833342822951368	0.00524930558343596	-0.00881463123703248	-0.00892602082210627	-0.00881463123703248	-0.00943687650537575	-0.00919057108665654	-0.00869984044325414	-0.00806896541959632	-0.00908705141791948	-0.00919057108665654	-0.00979748051709538	-0.00975448086109263	-0.00858149024501756	-0.00975448086109263
1:94031120:94031778:clu_7_-	-0.0733159941704989	0.0236042479984929	0.0317874541053632	0.0161378190688669	0.00254607479501839	-0.0516411173232083	0.0305788210118381	-0.000212545894636818	-0.0341693804270109	-0.0215659293532834	0.0234911578090669	0.0160280556091226	0.00944262651915628	-0.00878397446606538	-0.00693010314654519	0.00739075989048715	0.04877296135174	0.0340731683910774	-0.0553759445874473	0.0197874541053632	0.0159114851131151	5.06120001000365e-05
1:94044744:94046919:clu_8_-	0.0235579055305173	-0.00215015547166142	0.0055965225040242	0.00160882739179913	0.0231316480710118	-0.0132068003518356	0.0370032836817777	-0.00585385917536507	-0.0321696486490493	-0.0338538591753651	0.0382637878834584	-0.0296633829848889	0.0231316480710118	0.0256146722931664	-0.0352656238812474	-0.040205004213533	0.00907151395896333	0.0505371182682439	-0.0243723776938836	-0.0180489811265846	0.00139251763622916	-0.00585385917536507
1:94045965:94046919:clu_8_-	-0.0235579055305171	0.00215015547166153	-0.00559652250402409	-0.00160882739179896	-0.0231316480710116	0.0132068003518358	-0.0370032836817776	0.00585385917536524	0.0321696486490494	0.0338538591753653	-0.0382637878834583	0.0296633829848891	-0.0231316480710116	-0.0256146722931662	0.0352656238812476	0.0402050042135332	-0.00907151395896311	-0.0505371182682438	0.0243723776938837	0.0180489811265848	-0.00139251763622894	0.00585385917536524
1:94055315:94056601:clu_9_-	0.000362932622293866	0.00582870506889183	0.00544579384959309	-0.00435860122406062	0.0166382174397782	-0.028623766952641	-0.00123863093806337	0.00374036014832824	0.00214546381658975	0.0116692733403993	0.00690736857849455	0.013639716690153	0.0255960500812464	-0.0301674613534783	-0.0156538889342193	-0.0139835684414747	-0.00323088026943175	-0.0354132216294196	0.0086179557259749	0.0202972789981079	0.0183266935900526	-0.00940569129892177
1:94055315:94060537:clu_9_-	-0.00766973620435296	-0.0130764192190958	0.00691701658857335	-0.00310471729213174	-0.0130463927958434	0.0297908424326963	-0.029847319743537	-0.019209280251637	-0.0216514652596114	-0.0207586081167543	-0.0112347985929448	0.0051855626550027	-0.00285958921271029	-0.00273139723240057	0.034072644772751	0.0156469218371628	-0.0166111426789663	0.0732722436605763	-0.00961667561559848	0.0118675116380783	0.00980080011255685	-0.0128849636094464
1:94056822:94060537:clu_9_-	0.00730680358205915	0.00724771415020403	-0.0123628104381664	0.00746331851619247	-0.00359182464393482	-0.00116707548005518	0.0310859506816004	0.0154689201033088	0.0195060014430217	0.00908933477635504	0.0043274300144503	-0.0188252793451556	-0.0227364608685361	0.0328988585858789	-0.0184187558385317	-0.00166335339568796	0.0198420229483981	-0.0378590220311567	0.000998719889623689	-0.0321647906361862	-0.0281274937026094	0.0222906549083682
