RNA45.Aligned.sorted	RNA97.Aligned.sorted	RNA29.Aligned.sorted	RNA46.Aligned.sorted	RNA49.Aligned.sorted	RNA93.Aligned.sorted	RNA89.Aligned.sorted	RNA48.Aligned.sorted	RNA72.Aligned.sorted	RNA50.Aligned.sorted	RNA98.Aligned.sorted	RNA86.Aligned.sorted	RNA94.Aligned.sorted	RNA95.Aligned.sorted	RNA67.Aligned.sorted	RNA69.Aligned.sorted	RNA20.Aligned.sorted	RNA11.Aligned.sorted	RNA96.Aligned.sorted	RNA25.Aligned.sorted
1:11017007:11018739:clu_2_+	-0.00265566560557982	-0.00256862144212004	-0.0022947520093721	-0.00275826478478639	-0.00254146778699121	-0.00276199736065566	-0.00274503837126068	-0.00251853679907329	-0.00275826478478639	-0.00264257431565138	-0.00258304396433073	-0.00256862144212004	-0.00274694349604635	-0.00288401781602922	-0.00238105314279366	-0.0026018635969715	0.00849646705674177	-0.00271182668387252	-0.00271780313664858	-0.00281906429839028
1:11017007:11020429:clu_2_+	-0.00406656614115679	0.0131544344085958	-0.00370565254494907	-0.00416916532036335	-0.00395236832256818	-0.00417289789623262	0.00689378485006843	-0.00392943733465026	0.0765421889888022	-0.00405347485122835	-0.00399394449990769	-0.00397952197769701	-0.00415784403162332	-0.00429491835160618	-0.00379195367837063	-0.00401276413254847	-0.00413462983227138	-0.00412272721944949	0.014181155482704	-0.00422996483396724
1:11018466:11018733:clu_2_+	-0.00416307457245951	0.014615558376047	-0.0038021609762518	-0.00289768469557852	-0.0040488767538709	-0.00426940632753535	-0.00425244733814037	-0.00402594576595298	0.00394226058485923	0.00326841434358168	-0.00409045293121042	-0.00407603040899973	-0.00425435246292604	-0.00190695473321947	-0.00388846210967335	-0.00410927256385119	0.00137895991314399	-0.00139038133674938	-0.00422521210352828	0.00220947444714833
1:11018873:11020263:clu_2_+	-0.00297479150005418	-0.00288774733659441	-0.00261387790384647	-0.00307739067926075	-0.00286059368146558	-0.00308112325513002	0.045278377170729	-0.00283766269354766	-0.000341412567085648	-0.00296170021012575	-0.00290216985880509	-0.00288774733659441	-0.00306606939052072	-0.00320314371050358	-0.00270017903726802	-0.00292098949144586	-0.00304285519116878	-0.00303095257834689	-0.00303692903112295	-0.00313819019286464
1:11018873:11020429:clu_2_+	0.0558006663855201	-0.0711188864823561	-0.0117063364156004	-0.00138127615893957	0.116246270934788	0.0783670735759542	-0.0788597171048927	0.0382860077889625	-0.109452411589856	-0.0124835018811931	-0.0282407279499919	-0.0493120328998015	0.0946647637486032	0.0207988395678365	-0.0676774159468893	-0.0495257324667037	-0.000118812205355256	0.0488782934759602	0.120755098862736	0.0113562219410756
1:11018873:11020434:clu_2_+	-0.00320573283680663	-0.00311868867334685	-0.00284481924059892	-0.0033083320160132	-0.00309153501821802	-0.00331206459188247	0.16935682809917	-0.00306860403030011	0.000795635152249456	-0.0031926415468782	-0.00313311119555754	-0.00311868867334685	-0.00329701072727316	-0.00343408504725603	-0.00293112037402047	-0.00315193082819831	-0.00327379652792123	-0.00326189391509933	-0.0032678703678754	-0.00336913152961709
1:11018873:11022124:clu_2_+	-0.00263354114214341	-0.00254649697868363	-0.0022726275459357	-0.00273614032134998	-0.0025193433235548	-0.00273987289721925	-0.00272291390782427	-0.00249641233563689	-0.00273614032134998	-0.00262044985221498	-0.00256091950089432	-0.00254649697868363	-0.00272481903260994	-0.00286189335259281	-0.00235892867935725	-0.00257973913353509	0.00150596879928056	-0.0012752750634347	-0.00269567867321218	-0.00279693983495387
1:11020301:11020429:clu_2_+	-0.00286113090557936	-0.00277408674211958	-0.00250021730937164	-0.00296373008478593	-0.00274693308699075	-0.0029674626606552	-0.00295050367126022	-0.00272400209907283	-0.000227751972610823	-0.00284803961565092	-0.00278850926433027	-0.00277408674211958	-0.00295240879604589	-0.00308948311602876	-0.0025865184427932	-0.00280732889697104	-0.00292919459669395	-0.00291729198387206	0.0182034921267322	-0.00302452959838982
1:11020599:11021794:clu_2_+	-0.00258395857272844	0.00373361518574691	-0.00222304497652073	-0.00268655775193501	-0.00246976075413983	-0.00269029032780428	-0.0026733313384093	-0.00244682976622192	-0.00268655775193501	-0.00257086728280001	-0.00251133693147935	-0.00249691440926867	-0.00267523646319497	-0.00281231078317784	-0.00230934610994228	-0.00253015656412012	-0.00265202226384304	-0.00264011965102114	-0.00264609610379721	-0.0027473572655389
1:11020599:11022124:clu_2_+	-0.0122357599322401	0.0795546010719746	0.0233600168400072	-0.0331659924903797	-0.00124480253501816	-0.0185996151605524	-0.052323507738545	0.0369225529105819	-0.0454778939951676	0.0472510615025653	-0.0294652443185872	0.0686511742806974	-0.0566576666259521	-0.0480048501770337	0.00436417847244111	0.00205764035470393	0.0340227995925516	0.0543504785235382	-0.0593774335030769	0.064234828303054
1:11022177:11023156:clu_3_+	-0.0212111450182554	-0.0304704042775146	-0.0182481820552924	-0.0147699211857272	0.0347750737586611	0.00425181794470759	-0.0147699211857272	-0.0338579381528534	0.148648369668846	0.0158258920187817	-0.0147699211857272	-0.00269262649973685	-0.0237654234346028	-0.0225338963410067	-0.0106291344362448	-0.0106291344362448	0.0107173351860869	-0.0082481820552924	-0.0296767534838638	-0.0147699211857272
1:11022177:11023193:clu_3_+	-0.00564640108128957	-0.0519426973775859	0.0402795248446364	0.00723604658376679	-0.0332088472483869	-0.0172204751553636	-0.0362422142857984	-0.0553302312529246	0.0237278007067053	0.0684276729927845	-0.0362422142857984	-0.0241649195998081	0.0237278007067053	0.0631366677017792	0.0155176200827316	-0.032101427536316	-0.0107549579139843	0.0202795248446364	-0.0511490465839351	0.0941925683228972
1:11022241:11023193:clu_3_+	-0.0266403104649027	-0.0358995697241619	-0.0236773475019397	0.153713956845886	-0.0404215335484513	-0.00117734750193971	-0.0201990866323745	-0.0392871035995007	-0.0291945888812501	-0.0266403104649027	-0.0201990866323745	-0.00812179194638415	-0.0291945888812501	-0.027963061787654	0.0315607477361555	0.126798842974251	0.0742536869808189	-0.0136773475019397	0.022036938212346	-0.0201990866323745
1:11022241:11023263:clu_3_+	-0.014527633730775	-0.0237868929900342	-0.011564670767812	-0.00808640989824678	-0.0283088568143236	0.010935329232188	-0.00808640989824678	0.1435572804517	-0.0170819121471223	-0.014527633730775	-0.00808640989824678	0.00399088478774356	-0.0170819121471223	-0.0158503850535263	-0.00394562314876438	-0.00394562314876438	-0.0170819121471223	-0.00156467076781199	-0.0229932421963834	-0.00808640989824678
1:11022250:11023193:clu_3_+	-0.0540091717749664	0.0478426800768855	-0.0510462088120034	-0.0475679479424382	0.0484886749089268	-0.0285462088120034	-0.0475679479424382	0.00651476679775269	0.0468848256707552	0.0200649022991077	-0.0475679479424382	-0.0354906532564479	-0.0565634501913138	0.0518109340451394	-0.0434271611929558	-0.0434271611929558	-0.0565634501913138	0.158953791187997	0.0232395054737109	0.0393885737966922
1:11022250:11023263:clu_3_+	0.13579053349968	0.117272014981161	-0.164950207241061	-0.0832110768062783	0.0462125834566136	0.0200497927589391	0.134180227541548	0.00480589031991474	-0.156674345172095	-0.0493946516855053	0.134180227541548	0.0617164594256058	0.119187723793422	-0.0335216358124895	0.0140974118065582	-0.0335216358124895	0.015739447931353	-0.154950207241061	0.0807640784732249	-0.0832110768062783
1:11022250:11023315:clu_3_+	-0.0137558714294909	-0.0230151306887502	0.229207091533472	-0.00731464759696272	-0.0275370945130396	0.0117070915334721	-0.00731464759696272	-0.0264026645640889	-0.0163101498458383	-0.0137558714294909	-0.00731464759696272	0.00476264708902762	-0.0163101498458383	-0.0150786227522422	-0.00317386084748032	-0.00317386084748032	-0.0163101498458383	-0.000792908466527929	-0.0222214798950994	-0.00731464759696272
1:11023329:11023639:clu_4_+	-0.0267072528049456	-0.00420725280494556	-0.0167072528049456	0.0242018381041453	-0.0322244941842559	-0.0190882051858979	0.0166260805283878	0.0242018381041453	0.133292747195054	-0.0140756738575771	-0.0167072528049456	-0.00788372339318086	-0.0250405861382789	-0.0232289919353803	-0.0167072528049456	-4.05861382788975e-05	0.00472131862362586	-0.0140756738575771	-0.0232289919353803	-0.0167072528049456
1:11023329:11023867:clu_4_+	-0.0570053907139366	-0.0345053907139366	0.102994609286063	-0.00609629980484573	0.040925643768822	0.0934707997622538	-0.0136720573806033	-0.00609629980484573	-0.0570053907139366	-0.0443738117665682	-0.0470053907139366	-0.0381818613021719	0.111327942619397	0.033429391894759	-0.0470053907139366	-0.03033872404727	-0.0255768192853652	-0.0443738117665682	0.033429391894759	-0.0470053907139366
1:11023329:11024064:clu_4_+	0.171899131547202	-0.103100868452798	-0.178100868452798	0.0446264042744751	-0.0556870753493493	0.00999436964244046	-0.144767535119464	0.0446264042744751	-0.0281008684527976	-0.0175745526633239	0.171899131547202	-0.110453809629268	-0.061434201786131	0.0327686967645937	0.0218991315472024	0.038565798213869	0.271899131547202	0.0876886052314129	0.0327686967645937	-0.128100868452798
1:11023329:11024302:clu_4_+	-0.00363155251268112	0.103868447487319	-0.0336315525126811	0.00727753839640979	-0.0491487938919915	0.106844637963509	-0.000298219179347789	0.00727753839640979	-0.0436315525126811	-0.0309999735653127	-0.0336315525126811	-0.0248080231009164	0.0830351141539855	-0.0401532916431159	-0.0336315525126811	-0.0169648858460145	-0.0122029810841097	-0.0309999735653127	-0.0401532916431159	0.0663684474873189
1:11023329:11025110:clu_4_+	-0.0404800461184124	0.294519953881588	-0.0304800461184124	0.0104290447906785	-0.0459972874977227	-0.0328609984993648	0.00285328721492094	0.101338135699769	-0.0404800461184124	-0.027848467171044	-0.0304800461184124	-0.0216565167066477	0.0445199538815876	0.00647647562071804	-0.0304800461184124	-0.0138133794517457	-0.00905147468984097	0.0247831117763244	-0.0370017852488472	-0.0304800461184124
1:11023667:11024064:clu_4_+	-0.0375371570123774	-0.0150371570123774	-0.0275371570123774	0.104281024805804	0.0259111188496916	-0.0299181093933298	0.0891295096542893	0.0133719338967135	-0.0375371570123774	-0.024905578065009	-0.0275371570123774	-0.0187136276006127	0.0474628429876226	-0.0340588961428122	-0.0275371570123774	-0.0108704903457107	-0.00610858558380598	0.0803575798297279	-0.0340588961428122	-0.0275371570123774
1:11024335:11025110:clu_4_+	-0.00653773238484928	-0.241537732384849	0.183462267615151	-0.184719550566667	0.116220888304806	-0.128442494289611	0.0501289342818174	-0.184719550566667	0.0734622676151507	0.159778057088835	-0.0165377323848493	0.221697561732798	-0.199871065718183	0.0247666154412377	0.133462267615151	0.0334622676151508	-0.223680589527706	-0.103379837648007	0.0682448763108029	0.183462267615151
1:11025208:11025551:clu_5_+	-0.0556089694734371	-0.0556089694734371	-0.0707604846249522	0.0125728487083811	-0.112427151291619	-0.083580997445465	-0.094570008434476	0.162572848708381	0.229239515375048	0.229239515375048	0.0125728487083811	-0.0795324144495136	0.224111310246843	-0.083580997445465	0.0959061820417144	-0.160504074368542	0.0125728487083811	-0.0874271512916189	0.0125728487083811	-0.0707604846249522
1:11025208:11029687:clu_5_+	-0.0288272925748499	-0.119736383483941	0.289354525606968	0.206021192273635	-0.0856454743930318	0.020123756376199	-0.163026426773984	-0.0106454743930318	-0.143978807726365	-0.0106454743930318	0.206021192273635	0.105143999291179	-0.133722397469955	-0.133722397469955	-0.155089918837476	0.0970468332992759	0.122687858940302	-0.110645474393032	0.101854525606968	0.206021192273635
1:11025208:11030179:clu_5_+	-0.0338322999389921	-0.0338322999389921	-0.0414080575147497	-0.0414080575147497	0.000258609151916972	-0.0478183139250061	0.20859194248525	-0.024741390848083	0.141925275818584	-0.0580747241814164	-0.0414080575147497	-0.0721098119007146	-0.0478183139250061	-0.0478183139250061	0.0419252758185836	-0.0478183139250061	-0.0414080575147497	0.125258609151917	-0.062241390848083	-0.0414080575147497
1:11025665:11029687:clu_5_+	-0.0162322905971186	-0.0162322905971186	-0.0238080481728761	-0.0238080481728761	0.0178586184937905	-0.0302183045831325	-0.0595223338871619	-0.00714138150620947	-0.0404747148395428	-0.0404747148395428	-0.0238080481728761	0.103384934283264	-0.0302183045831325	0.123627849263021	-0.0515858259506539	0.123627849263021	-0.0238080481728761	-0.0571413815062095	-0.0446413815062095	0.0595252851604572
1:11029781:11029902:clu_5_+	0.0504771462200833	-0.0404319446890076	-0.138916793173856	-0.138916793173856	0.152749873492811	0.162365258108195	0.158702254445191	-0.122250126507189	-0.155583459840523	-0.0889167931738561	-0.138916793173856	-0.0643553896650842	0.00851910426204133	0.162365258108195	0.111083206826144	0.00851910426204133	-0.0555834598405228	0.177749873492811	0.0277498734928106	-0.138916793173856
1:11029781:11030179:clu_5_+	0.0840237063643144	0.265841888182496	-0.0144611421205341	-0.0144611421205341	0.0272055245461326	-0.0208713985307905	-0.0501754278348198	0.00220552454613261	-0.0311278087872007	-0.0311278087872007	-0.0144611421205341	0.00746868244086944	-0.0208713985307905	-0.0208713985307905	-0.0422389198983118	-0.0208713985307905	-0.0144611421205341	-0.0477944754538674	-0.0352944754538674	-0.0144611421205341
1:94021951:94023386:clu_6_-	0.00855699654160375	-0.0678283226729537	-0.0477810316274103	0.0200332615389955	-0.00193353284159198	0.0185215457415654	0.0129651246998663	-0.00816267633436174	0.0155992500627305	0.0051643780569734	0.00151474302047699	-0.0175692264451718	0.0114485178549141	-0.00993563865891234	0.0363984639507095	0.0305002502668538	0.0322839737897078	-0.0278970216854054	-0.00193353284159198	0.0160074966436654
1:94021951:94030996:clu_6_-	-0.0101576678542478	-0.00990065130238186	-0.0101576678542478	0.00502230084684766	0.0103862855211772	-0.0103972002869392	-0.00956633358911502	0.0537678205601093	0.00392683918800572	-0.00990065130238186	-0.0102554769309301	-0.00956633358911502	-0.0105774048190832	-0.00956633358911502	-0.00944798339087844	-0.00995354456378036	-0.00950761368306687	0.0122118433305078	0.00348973379703923	-0.00995354456378036
1:94030526:94030996:clu_6_-	0.00160067131264402	0.0777289739753355	0.0579386994816581	-0.0250555623858432	-0.00845275267958523	-0.00812434545462631	-0.00339879111075131	-0.0456051442257476	-0.0195260892507363	0.00473627324540848	0.0087407339104531	0.0271355600342868	-0.000871113035830928	0.0195019722480272	-0.0269504805598312	-0.0205467057030735	-0.0227763601066409	0.0156851783548975	-0.00155620095544728	-0.00605395207988507
1:94029627:94030428:clu_7_-	-0.0129256982392219	-0.0131357822728354	-0.0133820876915546	0.00789037466881451	0.00569538655833344	-0.0134759183272572	-0.0133820876915546	0.0669306629098889	0.0137349660264843	-0.0122141232866603	-0.0125863317233848	-0.0137426917032742	-0.0128159528485284	-0.0130322626040983	-0.00535326628136418	0.0550638263377321	-0.012404623667661	0.0135051443680912	-0.012404623667661	-0.0131864408341323
1:94029631:94030428:clu_7_-	0.00501666211044755	0.0335880906818761	-0.00532816547575937	0.00501666211044755	0.0180036750974605	0.0696425124505836	0.00846493797251652	-0.0473089192849013	0.0152207437431006	-0.0191768862766492	-0.0411371840433986	-0.0178591548830165	0.0348674083791042	0.0195094157336359	-0.00244602445671666	-0.0155312830950319	-0.0304164087556942	-0.0152536081598227	-0.00679436151159968	0.00856276140122764
1:94029631:94031778:clu_7_-	-0.0101906711266249	-0.0104007551602384	-0.0106470605789576	0.00358314826028475	0.0149239201644369	-0.0107408912146602	-0.0106470605789576	0.0696656900224859	0.0164699931390813	-0.00947909617406328	-0.00985130461078784	-0.0110076645906772	-0.0100809257359314	-0.0102972354915013	-0.0100809257359314	-0.0106942972346024	-0.00966959655506404	0.00948341472393149	-0.00966959655506404	-0.0104514137215353
1:94031120:94031778:clu_7_-	0.0180997072553994	-0.0100515532488022	0.0293573137462717	-0.0164901850395467	-0.0386229818202308	-0.0454257029086662	0.0155642102979958	-0.0892874336474733	-0.0454257029086662	0.0408701057373729	0.0635748203775714	0.042609511176968	-0.0119705297946445	0.00382008236196379	0.0178802164740123	-0.0288382460080978	0.0524906289784193	-0.00773495093219989	0.0288685817343249	0.0150750931544399
1:94044744:94046919:clu_8_-	-0.00381911895940668	-0.00840153796031029	0.0188499384176425	-0.0628482204970862	0.0103996833156017	-0.00169404306383902	0.0152205092837843	-0.0202125615823575	-0.0202125615823575	-0.0586741000438959	0.0502099736289101	-0.00910145047124644	-0.00506104643084238	0.0631207717509759	0.0141385834558104	0.00296624636466236	-0.0034340380924246	0.0126341537461097	0.0203279789581831	-0.012859620405887
1:94045965:94046919:clu_8_-	0.00381911895940668	0.00840153796031029	-0.0188499384176425	0.0628482204970862	-0.0103996833156016	0.00169404306383897	-0.0152205092837842	0.0202125615823575	0.0202125615823575	0.0586741000438959	-0.0502099736289101	0.00910145047124639	0.00506104643084238	-0.0631207717509758	-0.0141385834558104	-0.00296624636466236	0.00343403809242465	-0.0126341537461097	-0.020327978958183	0.012859620405887
1:94055315:94056601:clu_9_-	-0.0388183977712956	0.00363287830139114	0.0159974200776976	0.0103905338737965	-0.00138731159274835	-0.0157228018864268	0.00724691132718885	0.0136662345781953	-0.0216978281438664	0.0253159070081249	0.00696579709258627	-0.000994846914569358	0.0307777283362667	-0.00244622572443876	0.0197011237814013	-0.0401130457888658	0.00862053770081528	-0.00484100076072319	-0.010209590504313	-0.00453483926053183
1:94055315:94060537:clu_9_-	0.0341450322656983	0.0120703687079012	-0.0127718914284766	-0.0270655027370132	0.0318237245957109	0.0156962980153226	-0.0113473900039751	-0.0285925211104924	0.0137590824709184	-0.00716500522457542	-0.00529065604026441	-0.00860013725672237	-0.0148710402667558	0.00409942732963464	-0.021237499894085	0.0108182492348348	-0.0134078295644147	-0.0227027013592865	0.0238517858202007	0.0276608654221908
1:94056822:94060537:clu_9_-	0.00467336550559722	-0.0157032470092924	-0.00322552864922115	0.0166749688632167	-0.0304364130029626	2.65038711040888e-05	0.0041004786767862	0.014926286532297	0.00793874567294794	-0.0181509017835495	-0.00167514105232192	0.00959498417129168	-0.015906688069511	-0.001653201605196	0.00153637611268365	0.0292947965540309	0.00478729186359939	0.0275437021200096	-0.0136421953158878	-0.0231260261616589
